    2.61900E+02    4.48089E-02    9.56180E-01
    2.62000E+02    4.49383E-02    9.56056E-01
    2.62100E+02    4.50656E-02    9.55935E-01
    2.62200E+02    4.52226E-02    9.55785E-01
    2.62300E+02    4.54495E-02    9.55568E-01
    2.62400E+02    4.57857E-02    9.55247E-01
    2.62500E+02    4.63433E-02    9.54714E-01
    2.62600E+02    4.70898E-02    9.54002E-01
    2.62700E+02    4.90139E-02    9.52168E-01
    2.62800E+02    5.65739E-02    9.44997E-01
    2.62900E+02    6.02575E-02    9.41522E-01
    2.63000E+02    5.05193E-02    9.50736E-01
    2.63100E+02    4.91925E-02    9.51998E-01
    2.63200E+02    5.09416E-02    9.50334E-01
    2.63300E+02    5.01505E-02    9.51086E-01
    2.63400E+02    5.22113E-02    9.49128E-01
    2.63500E+02    5.75933E-02    9.44034E-01
    2.63600E+02    7.56413E-02    9.27149E-01
    2.63700E+02    1.95392E-01    8.22512E-01
    2.63800E+02    7.25248E-02    9.30043E-01
    2.63900E+02    6.33187E-02    9.38644E-01
    2.64000E+02    5.27604E-02    9.48607E-01
    2.64100E+02    4.99407E-02    9.51286E-01
    2.64200E+02    4.86307E-02    9.52533E-01
    2.64300E+02    4.79403E-02    9.53191E-01
    2.64400E+02    4.75620E-02    9.53551E-01
    2.64500E+02    4.74573E-02    9.53651E-01
    2.64600E+02    4.76172E-02    9.53499E-01
    2.64700E+02    4.81660E-02    9.52976E-01
    2.64800E+02    4.99449E-02    9.51282E-01
    2.64900E+02    6.07878E-02    9.41023E-01
    2.65000E+02    5.26774E-02    9.48686E-01
    2.65100E+02    4.86033E-02    9.52559E-01
    2.65200E+02    4.74843E-02    9.53625E-01
    2.65300E+02    4.70147E-02    9.54073E-01
    2.65400E+02    4.67892E-02    9.54289E-01
    2.65500E+02    4.66838E-02    9.54389E-01
    2.65600E+02    4.66584E-02    9.54413E-01
    2.65700E+02    4.66349E-02    9.54436E-01
    2.65800E+02    4.66558E-02    9.54416E-01
    2.65900E+02    4.66947E-02    9.54379E-01
    2.66000E+02    4.67482E-02    9.54328E-01
    2.66100E+02    4.68453E-02    9.54235E-01
    2.66200E+02    4.69921E-02    9.54095E-01
    2.66300E+02    4.70406E-02    9.54049E-01
    2.66400E+02    4.71839E-02    9.53912E-01
    2.66500E+02    4.73882E-02    9.53717E-01
    2.66600E+02    4.76779E-02    9.53441E-01
    2.66700E+02    4.81065E-02    9.53032E-01
    2.66800E+02    4.87751E-02    9.52395E-01
    2.66900E+02    4.99446E-02    9.51282E-01
    2.67000E+02    5.21322E-02    9.49203E-01
    2.67100E+02    5.74693E-02    9.44151E-01
    2.67200E+02    7.75571E-02    9.25374E-01
    2.67300E+02    1.00290E-01    9.04575E-01
    2.67400E+02    6.11250E-02    9.40706E-01
    2.67500E+02    5.34360E-02    9.47967E-01
    2.67600E+02    5.05948E-02    9.50664E-01
    2.67700E+02    4.92300E-02    9.51962E-01
    2.67800E+02    4.84767E-02    9.52680E-01
    2.67900E+02    4.80240E-02    9.53111E-01
    2.68000E+02    4.77401E-02    9.53382E-01
    2.68100E+02    4.75834E-02    9.53531E-01
    2.68200E+02    4.77882E-02    9.53336E-01
    2.68300E+02    4.73769E-02    9.53728E-01
    2.68400E+02    4.73106E-02    9.53791E-01
    2.68500E+02    4.73605E-02    9.53743E-01
    2.68600E+02    4.77580E-02    9.53364E-01
    2.68700E+02    4.80811E-02    9.53057E-01
    2.68800E+02    4.73013E-02    9.53800E-01
    2.68900E+02    4.71839E-02    9.53912E-01
    2.69000E+02    4.71437E-02    9.53950E-01
    2.69100E+02    4.71376E-02    9.53956E-01
    2.69200E+02    4.71402E-02    9.53954E-01
    2.69300E+02    4.71514E-02    9.53943E-01
    2.69400E+02    4.71696E-02    9.53926E-01
    2.69500E+02    4.72077E-02    9.53889E-01
    2.69600E+02    4.72256E-02    9.53872E-01
    2.69700E+02    4.72487E-02    9.53850E-01
    2.69800E+02    4.72829E-02    9.53818E-01
    2.69900E+02    4.73198E-02    9.53782E-01
    2.70000E+02    4.73621E-02    9.53742E-01
    2.70100E+02    4.74286E-02    9.53679E-01
    2.70200E+02    4.74442E-02    9.53664E-01
    2.70300E+02    4.74976E-02    9.53613E-01
    2.70400E+02    4.75822E-02    9.53532E-01
    2.70500E+02    4.76822E-02    9.53437E-01
    2.70600E+02    4.76829E-02    9.53436E-01
    2.70700E+02    4.78347E-02    9.53291E-01
    2.70800E+02    4.79115E-02    9.53218E-01
    2.70900E+02    4.81252E-02    9.53014E-01
    2.71000E+02    4.83414E-02    9.52808E-01
    2.71100E+02    5.07159E-02    9.50549E-01
    2.71200E+02    4.83536E-02    9.52797E-01
    2.71300E+02    4.83213E-02    9.52828E-01
    2.71400E+02    4.81850E-02    9.52957E-01
    2.71500E+02    4.82235E-02    9.52921E-01
    2.71600E+02    4.83029E-02    9.52845E-01
    2.71700E+02    4.84211E-02    9.52733E-01
    2.71800E+02    4.86227E-02    9.52540E-01
    2.71900E+02    4.94184E-02    9.51783E-01
    2.72000E+02    4.90555E-02    9.52128E-01
    2.72100E+02    4.90183E-02    9.52164E-01
    2.72200E+02    4.91958E-02    9.51995E-01
    2.72300E+02    4.94722E-02    9.51732E-01
    2.72400E+02    4.98667E-02    9.51356E-01
    2.72500E+02    5.04416E-02    9.50809E-01
    2.72600E+02    5.13340E-02    9.49961E-01
    2.72700E+02    5.28828E-02    9.48491E-01
    2.72800E+02    5.58881E-02    9.45645E-01
    2.72900E+02    6.35025E-02    9.38472E-01
    2.73000E+02    9.65764E-02    9.07941E-01
    2.73100E+02    9.81404E-02    9.06522E-01
    2.73200E+02    6.39789E-02    9.38025E-01
    2.73300E+02    5.63988E-02    9.45162E-01
    2.73400E+02    5.34262E-02    9.47976E-01
    2.73500E+02    5.20543E-02    9.49277E-01
    2.73600E+02    5.13509E-02    9.49945E-01
    2.73700E+02    5.09927E-02    9.50286E-01
    2.73800E+02    5.09025E-02    9.50371E-01
    2.73900E+02    5.11050E-02    9.50179E-01
    2.74000E+02    5.13385E-02    9.49957E-01
    2.74100E+02    5.18881E-02    9.49435E-01
    2.74200E+02    5.32030E-02    9.48188E-01
    2.74300E+02    5.64217E-02    9.45140E-01
    2.74400E+02    6.78202E-02    9.34428E-01
    2.74500E+02    9.77109E-02    9.06911E-01
    2.74600E+02    6.07600E-02    9.41049E-01
    2.74700E+02    5.45677E-02    9.46894E-01
    2.74800E+02    5.23806E-02    9.48968E-01
    2.74900E+02    5.13806E-02    9.49917E-01
    2.75000E+02    5.08882E-02    9.50385E-01
    2.75100E+02    5.05407E-02    9.50715E-01
    2.75200E+02    5.04263E-02    9.50824E-01
    2.75300E+02    5.01855E-02    9.51053E-01
    2.75400E+02    5.00882E-02    9.51146E-01
    2.75500E+02    5.00212E-02    9.51209E-01
    2.75600E+02    4.99881E-02    9.51241E-01
    2.75700E+02    4.99901E-02    9.51239E-01
    2.75800E+02    5.00085E-02    9.51221E-01
    2.75900E+02    5.00572E-02    9.51175E-01
    2.76000E+02    5.00749E-02    9.51158E-01
    2.76100E+02    5.01468E-02    9.51090E-01
    2.76200E+02    5.02407E-02    9.51001E-01
    2.76300E+02    5.03779E-02    9.50870E-01
    2.76400E+02    5.05649E-02    9.50692E-01
    2.76500E+02    5.08575E-02    9.50414E-01
    2.76600E+02    5.13661E-02    9.49931E-01
    2.76700E+02    5.24147E-02    9.48935E-01
    2.76800E+02    5.53177E-02    9.46185E-01
    2.76900E+02    7.24732E-02    9.30091E-01
    2.77000E+02    5.93013E-02    9.42423E-01
    2.77100E+02    5.36427E-02    9.47771E-01
    2.77200E+02    5.20021E-02    9.49327E-01
    2.77300E+02    5.13566E-02    9.49940E-01
    2.77400E+02    5.10874E-02    9.50196E-01
    2.77500E+02    5.09561E-02    9.50320E-01
    2.77600E+02    5.08361E-02    9.50434E-01
    2.77700E+02    5.07822E-02    9.50486E-01
    2.77800E+02    5.08003E-02    9.50468E-01
    2.77900E+02    5.09572E-02    9.50319E-01
    2.78000E+02    5.08911E-02    9.50382E-01
    2.78100E+02    5.09327E-02    9.50343E-01
    2.78200E+02    5.09094E-02    9.50365E-01
    2.78300E+02    5.10025E-02    9.50276E-01
    2.78400E+02    5.12790E-02    9.50014E-01
    2.78500E+02    5.23225E-02    9.49023E-01
    2.78600E+02    5.14919E-02    9.49811E-01
    2.78700E+02    5.13143E-02    9.49980E-01
    2.78800E+02    5.13645E-02    9.49932E-01
    2.78900E+02    5.15047E-02    9.49799E-01
    2.79000E+02    5.17350E-02    9.49580E-01
    2.79100E+02    5.21179E-02    9.49217E-01
    2.79200E+02    5.28748E-02    9.48499E-01
    2.79300E+02    5.48973E-02    9.46582E-01
    2.79400E+02    5.87000E-02    9.42990E-01
    2.79500E+02    7.65168E-02    9.26337E-01
    2.79600E+02    5.69604E-02    9.44631E-01
    2.79700E+02    5.44796E-02    9.46978E-01
    2.79800E+02    5.49043E-02    9.46576E-01
    2.79900E+02    6.46015E-02    9.37441E-01
    2.80000E+02    5.39787E-02    9.47452E-01
    2.80100E+02    5.26832E-02    9.48680E-01
    2.80200E+02    5.22676E-02    9.49075E-01
    2.80300E+02    5.20878E-02    9.49246E-01
    2.80400E+02    5.20064E-02    9.49323E-01
    2.80500E+02    5.19767E-02    9.49351E-01
    2.80600E+02    5.19847E-02    9.49343E-01
    2.80700E+02    5.20326E-02    9.49298E-01
    2.80800E+02    5.21595E-02    9.49177E-01
    2.80900E+02    5.26921E-02    9.48672E-01
    2.81000E+02    5.51774E-02    9.46317E-01
    2.81100E+02    5.25336E-02    9.48822E-01
    2.81200E+02    5.24868E-02    9.48867E-01
    2.81300E+02    5.23261E-02    9.49019E-01
    2.81400E+02    5.24596E-02    9.48893E-01
    2.81500E+02    5.31483E-02    9.48239E-01
    2.81600E+02    5.26748E-02    9.48688E-01
    2.81700E+02    5.24889E-02    9.48865E-01
    2.81800E+02    5.25272E-02    9.48829E-01
    2.81900E+02    5.27159E-02    9.48649E-01
    2.82000E+02    5.29892E-02    9.48390E-01
    2.82100E+02    5.28283E-02    9.48543E-01
    2.82200E+02    5.29021E-02    9.48473E-01
    2.82300E+02    5.30747E-02    9.48309E-01
    2.82400E+02    5.31758E-02    9.48213E-01
    2.82500E+02    5.34980E-02    9.47908E-01
    2.82600E+02    5.41506E-02    9.47289E-01
    2.82700E+02    5.58562E-02    9.45675E-01
    2.82800E+02    6.44456E-02    9.37587E-01
    2.82900E+02    6.03101E-02    9.41473E-01
    2.83000E+02    5.54020E-02    9.46105E-01
    2.83100E+02    5.42397E-02    9.47205E-01
    2.83200E+02    5.38120E-02    9.47610E-01
    2.83300E+02    5.36077E-02    9.47804E-01
    2.83400E+02    5.35578E-02    9.47851E-01
    2.83500E+02    5.35058E-02    9.47900E-01
    2.83600E+02    5.35047E-02    9.47901E-01
    2.83700E+02    5.35330E-02    9.47875E-01
    2.83800E+02    5.35797E-02    9.47830E-01
    2.83900E+02    5.36410E-02    9.47772E-01
    2.84000E+02    5.37338E-02    9.47684E-01
    2.84100E+02    5.37977E-02    9.47624E-01
    2.84200E+02    5.38886E-02    9.47538E-01
    2.84300E+02    5.40309E-02    9.47403E-01
    2.84400E+02    5.46032E-02    9.46861E-01
    2.84500E+02    5.42660E-02    9.47180E-01
    2.84600E+02    5.44880E-02    9.46970E-01
    2.84700E+02    5.45123E-02    9.46947E-01
    2.84800E+02    5.47122E-02    9.46758E-01
    2.84900E+02    5.48987E-02    9.46581E-01
    2.85000E+02    5.50963E-02    9.46394E-01
    2.85100E+02    5.53773E-02    9.46128E-01
    2.85200E+02    5.57332E-02    9.45791E-01
    2.85300E+02    5.61901E-02    9.45359E-01
    2.85400E+02    5.67979E-02    9.44785E-01
    2.85500E+02    5.76455E-02    9.43985E-01
    2.85600E+02    5.89498E-02    9.42754E-01
    2.85700E+02    6.08036E-02    9.41008E-01
    2.85800E+02    6.42268E-02    9.37792E-01
    2.85900E+02    7.14351E-02    9.31057E-01
    2.86000E+02    9.23545E-02    9.11782E-01
    2.86100E+02    1.85634E-01    8.30577E-01
    2.86200E+02    1.39702E-01    8.69618E-01
    2.86300E+02    1.35414E-01    8.73355E-01
    2.86400E+02    7.65864E-02    9.26273E-01
    2.86500E+02    6.63063E-02    9.35844E-01
    2.86600E+02    6.21358E-02    9.39755E-01
    2.86700E+02    5.99892E-02    9.41775E-01
    2.86800E+02    5.87418E-02    9.42950E-01
    2.86900E+02    5.79813E-02    9.43668E-01
    2.87000E+02    5.75510E-02    9.44074E-01
    2.87100E+02    5.70923E-02    9.44507E-01
    2.87200E+02    5.68435E-02    9.44742E-01
    2.87300E+02    5.66871E-02    9.44890E-01
    2.87400E+02    5.65959E-02    9.44976E-01
    2.87500E+02    5.65587E-02    9.45011E-01
    2.87600E+02    5.65625E-02    9.45007E-01
    2.87700E+02    5.66073E-02    9.44965E-01
    2.87800E+02    5.66961E-02    9.44881E-01
    2.87900E+02    5.68325E-02    9.44752E-01
    2.88000E+02    5.70273E-02    9.44568E-01
    2.88100E+02    5.72994E-02    9.44311E-01
    2.88200E+02    5.76842E-02    9.43948E-01
    2.88300E+02    5.83105E-02    9.43357E-01
    2.88400E+02    5.90112E-02    9.42696E-01
    2.88500E+02    6.02022E-02    9.41574E-01
    2.88600E+02    6.22988E-02    9.39602E-01
    2.88700E+02    6.64356E-02    9.35723E-01
    2.88800E+02    7.66318E-02    9.26231E-01
    2.88900E+02    1.17115E-01    8.89483E-01
    2.89000E+02    1.41689E-01    8.67891E-01
    2.89100E+02    8.06185E-02    9.22546E-01
    2.89200E+02    6.79564E-02    9.34301E-01
    2.89300E+02    6.31749E-02    9.38779E-01
    2.89400E+02    6.08752E-02    9.40941E-01
    2.89500E+02    5.96002E-02    9.42141E-01
    2.89600E+02    5.88324E-02    9.42865E-01
    2.89700E+02    5.83535E-02    9.43316E-01
    2.89800E+02    5.81176E-02    9.43539E-01
    2.89900E+02    5.79608E-02    9.43687E-01
    2.90000E+02    5.78306E-02    9.43810E-01
    2.90100E+02    5.75625E-02    9.44063E-01
    2.90200E+02    5.74748E-02    9.44146E-01
    2.90300E+02    5.74424E-02    9.44176E-01
    2.90400E+02    5.74536E-02    9.44166E-01
    2.90500E+02    5.75341E-02    9.44090E-01
    2.90600E+02    5.76225E-02    9.44006E-01
    2.90700E+02    5.78245E-02    9.43816E-01
    2.90800E+02    5.83242E-02    9.43344E-01
    2.90900E+02    6.01690E-02    9.41605E-01
    2.91000E+02    6.45144E-02    9.37523E-01
    2.91100E+02    5.91069E-02    9.42606E-01
    2.91200E+02    5.83228E-02    9.43345E-01
    2.91300E+02    5.82505E-02    9.43414E-01
    2.91400E+02    5.81466E-02    9.43512E-01
    2.91500E+02    5.80384E-02    9.43614E-01
    2.91600E+02    5.81997E-02    9.43461E-01
    2.91700E+02    6.06447E-02    9.41158E-01
    2.91800E+02    5.82727E-02    9.43393E-01
    2.91900E+02    5.81982E-02    9.43463E-01
    2.92000E+02    5.82561E-02    9.43408E-01
    2.92100E+02    5.83663E-02    9.43304E-01
    2.92200E+02    5.85168E-02    9.43162E-01
    2.92300E+02    5.87120E-02    9.42978E-01
    2.92400E+02    5.89834E-02    9.42722E-01
    2.92500E+02    5.95367E-02    9.42201E-01
    2.92600E+02    5.98876E-02    9.41870E-01
    2.92700E+02    6.04037E-02    9.41384E-01
    2.92800E+02    6.14691E-02    9.40382E-01
    2.92900E+02    6.34936E-02    9.38480E-01
    2.93000E+02    6.82054E-02    9.34069E-01
    2.93100E+02    8.49999E-02    9.18512E-01
    2.93200E+02    1.12511E-01    8.93587E-01
    2.93300E+02    7.36169E-02    9.29028E-01
    2.93400E+02    6.77856E-02    9.34461E-01
    2.93500E+02    7.15128E-02    9.30984E-01
    2.93600E+02    6.98033E-02    9.32577E-01
    2.93700E+02    6.32277E-02    9.38730E-01
    2.93800E+02    6.14726E-02    9.40379E-01
    2.93900E+02    6.06799E-02    9.41124E-01
    2.94000E+02    6.02678E-02    9.41512E-01
    2.94100E+02    6.00327E-02    9.41734E-01
    2.94200E+02    5.99019E-02    9.41857E-01
    2.94300E+02    5.98243E-02    9.41930E-01
    2.94400E+02    5.97912E-02    9.41961E-01
    2.94500E+02    5.97938E-02    9.41959E-01
    2.94600E+02    5.98943E-02    9.41864E-01
    2.94700E+02    5.98202E-02    9.41934E-01
    2.94800E+02    5.98677E-02    9.41889E-01
    2.94900E+02    5.99095E-02    9.41850E-01
    2.95000E+02    5.99649E-02    9.41798E-01
    2.95100E+02    6.00232E-02    9.41743E-01
    2.95200E+02    6.01192E-02    9.41652E-01
    2.95300E+02    6.03496E-02    9.41435E-01
    2.95400E+02    6.04298E-02    9.41360E-01
    2.95500E+02    6.04601E-02    9.41331E-01
    2.95600E+02    6.04362E-02    9.41354E-01
    2.95700E+02    6.05262E-02    9.41269E-01
    2.95800E+02    6.07273E-02    9.41080E-01
    2.95900E+02    6.07519E-02    9.41057E-01
    2.96000E+02    6.09318E-02    9.40887E-01
    2.96100E+02    6.12344E-02    9.40603E-01
    2.96200E+02    6.11257E-02    9.40705E-01
    2.96300E+02    6.12605E-02    9.40578E-01
    2.96400E+02    6.17149E-02    9.40151E-01
    2.96500E+02    6.15674E-02    9.40290E-01
    2.96600E+02    6.17207E-02    9.40145E-01
    2.96700E+02    6.19169E-02    9.39961E-01
    2.96800E+02    6.21831E-02    9.39711E-01
    2.96900E+02    6.24104E-02    9.39497E-01
    2.97000E+02    6.27758E-02    9.39154E-01
    2.97100E+02    6.36009E-02    9.38379E-01
    2.97200E+02    6.51581E-02    9.36919E-01
    2.97300E+02    6.38206E-02    9.38173E-01
    2.97400E+02    6.41242E-02    9.37888E-01
    2.97500E+02    6.42558E-02    9.37765E-01
    2.97600E+02    6.46413E-02    9.37404E-01
    2.97700E+02    6.51445E-02    9.36932E-01
    2.97800E+02    6.57542E-02    9.36361E-01
    2.97900E+02    6.64952E-02    9.35667E-01
    2.98000E+02    6.74094E-02    9.34812E-01
    2.98100E+02    6.85809E-02    9.33718E-01
    2.98200E+02    7.01590E-02    9.32246E-01
    2.98300E+02    7.26221E-02    9.29952E-01
    2.98400E+02    7.68663E-02    9.26014E-01
    2.98500E+02    8.05940E-02    9.22568E-01
    2.98600E+02    7.49393E-02    9.27800E-01
    2.98700E+02    7.15774E-02    9.30924E-01
    2.98800E+02    7.03991E-02    9.32022E-01
    2.98900E+02    6.89221E-02    9.33399E-01
    2.99000E+02    6.80574E-02    9.34207E-01
    2.99100E+02    6.74397E-02    9.34784E-01
    2.99200E+02    6.69952E-02    9.35200E-01
    2.99300E+02    6.67327E-02    9.35445E-01
    2.99400E+02    6.68795E-02    9.35308E-01
    2.99500E+02    6.91893E-02    9.33150E-01
    2.99600E+02    6.63472E-02    9.35806E-01
    2.99700E+02    6.61622E-02    9.35979E-01
    2.99800E+02    6.58128E-02    9.36306E-01
    2.99900E+02    6.57595E-02    9.36356E-01
    3.00000E+02    6.58068E-02    9.36312E-01
    3.00100E+02    6.60181E-02    9.36114E-01
    3.00200E+02    6.62198E-02    9.35925E-01
    3.00300E+02    6.65915E-02    9.35577E-01
    3.00400E+02    6.73742E-02    9.34845E-01
    3.00500E+02    6.91485E-02    9.33188E-01
    3.00600E+02    7.49288E-02    9.27810E-01
    3.00700E+02    9.80051E-02    9.06644E-01
    3.00800E+02    7.27945E-02    9.29792E-01
    3.00900E+02    6.95511E-02    9.32813E-01
    3.01000E+02    6.87653E-02    9.33546E-01
    3.01100E+02    6.87261E-02    9.33582E-01
    3.01200E+02    6.92088E-02    9.33132E-01
    3.01300E+02    7.02898E-02    9.32124E-01
    3.01400E+02    7.22389E-02    9.30309E-01
    3.01500E+02    7.59030E-02    9.26906E-01
    3.01600E+02    8.38816E-02    9.19540E-01
    3.01700E+02    1.07282E-01    8.98272E-01
    3.01800E+02    2.72998E-01    7.61095E-01
    3.01900E+02    1.21606E-01    8.85498E-01
    3.02000E+02    8.79232E-02    9.15831E-01
    3.02100E+02    7.79668E-02    9.24995E-01
    3.02200E+02    7.37674E-02    9.28888E-01
    3.02300E+02    7.17039E-02    9.30806E-01
    3.02400E+02    7.06610E-02    9.31778E-01
    3.02500E+02    7.02894E-02    9.32124E-01
    3.02600E+02    7.02619E-02    9.32150E-01
    3.02700E+02    7.06567E-02    9.31782E-01
    3.02800E+02    7.17918E-02    9.30725E-01
    3.02900E+02    7.43901E-02    9.28310E-01
    3.03000E+02    8.10946E-02    9.22106E-01
    3.03100E+02    1.06284E-01    8.99169E-01
    3.03200E+02    1.31216E-01    8.77029E-01
    3.03300E+02    8.48347E-02    9.18664E-01
    3.03400E+02    7.56034E-02    9.27184E-01
    3.03500E+02    7.23034E-02    9.30249E-01
    3.03600E+02    7.09612E-02    9.31498E-01
    3.03700E+02    6.97251E-02    9.32650E-01
    3.03800E+02    6.91861E-02    9.33153E-01
    3.03900E+02    6.89204E-02    9.33401E-01
    3.04000E+02    6.87493E-02    9.33561E-01
    3.04100E+02    6.86856E-02    9.33620E-01
    3.04200E+02    6.87058E-02    9.33601E-01
    3.04300E+02    6.87920E-02    9.33521E-01
    3.04400E+02    6.89457E-02    9.33377E-01
    3.04500E+02    6.91768E-02    9.33162E-01
    3.04600E+02    6.95188E-02    9.32843E-01
    3.04700E+02    7.00750E-02    9.32324E-01
    3.04800E+02    7.15458E-02    9.30954E-01
    3.04900E+02    7.05418E-02    9.31889E-01
    3.05000E+02    6.99054E-02    9.32482E-01
    3.05100E+02    6.96263E-02    9.32742E-01
    3.05200E+02    6.94026E-02    9.32951E-01
    3.05300E+02    6.92767E-02    9.33068E-01
    3.05400E+02    6.92060E-02    9.33134E-01
    3.05500E+02    6.91687E-02    9.33169E-01
    3.05600E+02    6.91606E-02    9.33177E-01
    3.05700E+02    6.91726E-02    9.33166E-01
    3.05800E+02    6.92014E-02    9.33139E-01
    3.05900E+02    6.92609E-02    9.33083E-01
    3.06000E+02    6.93372E-02    9.33012E-01
    3.06100E+02    6.93693E-02    9.32982E-01
    3.06200E+02    6.94357E-02    9.32920E-01
    3.06300E+02    6.95128E-02    9.32848E-01
    3.06400E+02    6.96054E-02    9.32762E-01
    3.06500E+02    6.96844E-02    9.32688E-01
    3.06600E+02    6.97792E-02    9.32600E-01
    3.06700E+02    6.98837E-02    9.32502E-01
    3.06800E+02    6.99997E-02    9.32394E-01
    3.06900E+02    7.01908E-02    9.32216E-01
    3.07000E+02    7.02526E-02    9.32158E-01
    3.07100E+02    7.03371E-02    9.32080E-01
    3.07200E+02    7.04639E-02    9.31961E-01
    3.07300E+02    7.06716E-02    9.31768E-01
    3.07400E+02    7.08837E-02    9.31570E-01
    3.07500E+02    7.11929E-02    9.31282E-01
    3.07600E+02    7.11099E-02    9.31360E-01
    3.07700E+02    7.11867E-02    9.31288E-01
    3.07800E+02    7.13074E-02    9.31176E-01
    3.07900E+02    7.14488E-02    9.31044E-01
    3.08000E+02    7.15861E-02    9.30916E-01
    3.08100E+02    7.17349E-02    9.30778E-01
    3.08200E+02    7.18977E-02    9.30626E-01
    3.08300E+02    7.20783E-02    9.30458E-01
    3.08400E+02    7.23086E-02    9.30244E-01
    3.08500E+02    7.27938E-02    9.29793E-01
    3.08600E+02    7.33796E-02    9.29248E-01
    3.08700E+02    7.29036E-02    9.29690E-01
    3.08800E+02    7.31081E-02    9.29500E-01
    3.08900E+02    7.33281E-02    9.29296E-01
    3.09000E+02    7.33228E-02    9.29301E-01
    3.09100E+02    7.34986E-02    9.29137E-01
    3.09200E+02    7.37553E-02    9.28899E-01
    3.09300E+02    7.40073E-02    9.28665E-01
    3.09400E+02    7.44009E-02    9.28299E-01
    3.09500E+02    7.44966E-02    9.28211E-01
    3.09600E+02    7.48397E-02    9.27892E-01
    3.09700E+02    7.53445E-02    9.27424E-01
    3.09800E+02    7.62110E-02    9.26621E-01
    3.09900E+02    7.79653E-02    9.24997E-01
    3.10000E+02    8.43356E-02    9.19123E-01
    3.10100E+02    9.00786E-02    9.13859E-01
    3.10200E+02    7.93994E-02    9.23671E-01
    3.10300E+02    7.75623E-02    9.25369E-01
    3.10400E+02    7.68883E-02    9.25993E-01
    3.10500E+02    7.67040E-02    9.26164E-01
    3.10600E+02    7.66883E-02    9.26179E-01
    3.10700E+02    7.67605E-02    9.26112E-01
    3.10800E+02    7.68835E-02    9.25998E-01
    3.10900E+02    7.70385E-02    9.25854E-01
    3.11000E+02    7.72216E-02    9.25685E-01
    3.11100E+02    7.74781E-02    9.25447E-01
    3.11200E+02    7.76435E-02    9.25294E-01
    3.11300E+02    7.78114E-02    9.25139E-01
    3.11400E+02    7.80213E-02    9.24945E-01
    3.11500E+02    7.82551E-02    9.24729E-01
    3.11600E+02    7.85760E-02    9.24432E-01
    3.11700E+02    7.88058E-02    9.24219E-01
    3.11800E+02    7.89815E-02    9.24057E-01
    3.11900E+02    7.91948E-02    9.23860E-01
    3.12000E+02    7.94520E-02    9.23622E-01
    3.12100E+02    7.97200E-02    9.23375E-01
    3.12200E+02    7.99989E-02    9.23117E-01
    3.12300E+02    8.02899E-02    9.22849E-01
    3.12400E+02    8.05983E-02    9.22564E-01
    3.12500E+02    8.09647E-02    9.22226E-01
    3.12600E+02    8.13060E-02    9.21912E-01
    3.12700E+02    8.15544E-02    9.21683E-01
    3.12800E+02    8.18912E-02    9.21372E-01
    3.12900E+02    8.25117E-02    9.20801E-01
    3.13000E+02    8.25923E-02    9.20726E-01
    3.13100E+02    8.29175E-02    9.20427E-01
    3.13200E+02    8.32133E-02    9.20155E-01
    3.13300E+02    8.35746E-02    9.19823E-01
    3.13400E+02    8.39741E-02    9.19455E-01
    3.13500E+02    8.44344E-02    9.19032E-01
    3.13600E+02    8.50444E-02    9.18472E-01
    3.13700E+02    8.51652E-02    9.18361E-01
    3.13800E+02    8.55676E-02    9.17991E-01
    3.13900E+02    8.60565E-02    9.17542E-01
    3.14000E+02    8.70995E-02    9.16586E-01
    3.14100E+02    8.68774E-02    9.16789E-01
    3.14200E+02    8.72659E-02    9.16433E-01
    3.14300E+02    8.77171E-02    9.16020E-01
    3.14400E+02    8.82000E-02    9.15578E-01
    3.14500E+02    8.87118E-02    9.15109E-01
    3.14600E+02    8.92522E-02    9.14615E-01
    3.14700E+02    8.98283E-02    9.14088E-01
    3.14800E+02    9.04471E-02    9.13523E-01
    3.14900E+02    9.11186E-02    9.12909E-01
    3.15000E+02    9.18614E-02    9.12232E-01
    3.15100E+02    9.27270E-02    9.11442E-01
    3.15200E+02    9.36487E-02    9.10603E-01
    3.15300E+02    9.47861E-02    9.09567E-01
    3.15400E+02    9.62489E-02    9.08238E-01
    3.15500E+02    9.82998E-02    9.06377E-01
    3.15600E+02    1.01618E-01    9.03375E-01
    3.15700E+02    1.08445E-01    8.97228E-01
    3.15800E+02    1.31009E-01    8.77210E-01
    3.15900E+02    1.81156E-01    8.34305E-01
    3.16000E+02    1.21340E-01    8.85732E-01
    3.16100E+02    1.16445E-01    8.90079E-01
    3.16200E+02    1.26314E-01    8.81338E-01
    3.16300E+02    1.95517E-01    8.22409E-01
    3.16400E+02    1.45634E-01    8.64474E-01
    3.16500E+02    1.19040E-01    8.87772E-01
    3.16600E+02    1.13939E-01    8.92312E-01
    3.16700E+02    1.19073E-01    8.87743E-01
    3.16800E+02    1.09416E-01    8.96357E-01
    3.16900E+02    1.08293E-01    8.97365E-01
    3.17000E+02    1.08833E-01    8.96880E-01
    3.17100E+02    1.11516E-01    8.94477E-01
    3.17200E+02    1.29336E-01    8.78679E-01
    3.17300E+02    1.12263E-01    8.93809E-01
    3.17400E+02    1.10939E-01    8.94993E-01
    3.17500E+02    1.11132E-01    8.94821E-01
    3.17600E+02    1.11796E-01    8.94227E-01
    3.17700E+02    1.12696E-01    8.93422E-01
    3.17800E+02    1.13722E-01    8.92506E-01
